,mean_test_score,mean_train_score,mean_fit_time,param_svc__C,param_svc__gamma,param_svc__kernel
92,0.6376166151364431,0.688978692076313,0.062283620834350586,1.2742749857031335,0.0006158482110660261,rbf
165,0.6366836940448984,0.6758116993752761,0.06519044876098633,162.3776739188721,3.7926901907322535e-06,rbf
380,0.6364000537706681,0.7147349025052059,1.1076106643676757,100000000.0,1e-07,rbf
220,0.6362199220325313,0.6759857806945584,0.06342952728271484,6158.482110660255,1e-07,rbf
407,0.6361943809651835,0.7366576218421994,0.26164849281311037,7.847599703514607,,linear
403,0.635502083613389,0.7216356408152963,0.030776166915893556,0.003359818286283781,,linear
268,0.6348312945288346,0.985151427189163,2.266546516418457,69519.27961775605,3.359818286283781e-05,rbf
75,0.634821884661917,0.7285966218632339,0.0693913745880127,0.37926901907322497,0.005455594781168515,rbf
360,0.6348030649280817,0.7212324519888095,0.9752023220062256,29763514.41631313,1e-07,rbf
115,0.6343500470493345,0.9934456574325319,0.08912365913391113,4.281332398719392,0.005455594781168515,rbf
172,0.6341363086436348,0.9696640794261796,0.164320011138916,162.3776739188721,0.0006158482110660261,rbf
110,0.6334372899583277,0.6739559538082918,0.06466702461242675,4.281332398719392,0.0001438449888287663,rbf
406,0.6333915848904423,0.7339896089691004,0.1508011531829834,1.1288378916846884,,linear
326,0.6331966662185777,0.9939679855282809,18.873805046081543,2636650.8987303553,7.847599703514607e-06,rbf
362,0.6331939776851727,0.7310881134178919,4.9154246807098385,29763514.41631313,4.281332398719396e-07,rbf
365,0.6320473181879285,0.861717002166551,105.58206354141235,29763514.41631313,3.7926901907322535e-06,rbf
215,0.6317959403145584,1.0,0.09943798065185547,1832.9807108324337,0.005455594781168515,rbf
375,0.6317959403145584,1.0,0.10104485511779786,29763514.41631313,0.005455594781168515,rbf
235,0.6317959403145584,1.0,0.09915356636047364,6158.482110660255,0.005455594781168515,rbf
355,0.6317959403145584,1.0,0.09686821937561035,8858667.904100832,0.005455594781168515,rbf
255,0.6317959403145584,1.0,0.09242531776428223,20691.3808111479,0.005455594781168515,rbf
195,0.6317959403145584,1.0,0.10036056518554687,545.5594781168514,0.005455594781168515,rbf
335,0.6317959403145584,1.0,0.1031411075592041,2636650.8987303553,0.005455594781168515,rbf
175,0.6317959403145584,1.0,0.09762763023376465,162.3776739188721,0.005455594781168515,rbf
295,0.6317959403145584,1.0,0.09166741371154785,233572.14690901214,0.005455594781168515,rbf
395,0.6317959403145584,1.0,0.09738710403442383,100000000.0,0.005455594781168515,rbf
315,0.6317959403145584,1.0,0.091132173538208,784759.9703514606,0.005455594781168515,rbf
275,0.6317959403145584,1.0,0.09385663986206055,69519.27961775605,0.005455594781168515,rbf
155,0.6317959403145584,1.0,0.11922131538391113,48.32930238571752,0.005455594781168515,rbf
135,0.6317959403145584,1.0,0.09635821342468262,14.38449888287663,0.005455594781168515,rbf
347,0.6297190482591746,1.0,8.142606067657471,8858667.904100832,1.623776739188721e-05,rbf
327,0.6297190482591746,1.0,8.270924701690674,2636650.8987303553,1.623776739188721e-05,rbf
387,0.6297190482591746,1.0,8.048700342178345,100000000.0,1.623776739188721e-05,rbf
367,0.6297190482591746,1.0,8.210690994262695,29763514.41631313,1.623776739188721e-05,rbf
307,0.6294878343863423,1.0,7.36001482963562,784759.9703514606,1.623776739188721e-05,rbf
404,0.628982390106197,0.7255216339580574,0.05904993057250976,0.023357214690901212,,linear
405,0.628979701572792,0.7285378094697208,0.08086712837219238,0.1623776739188721,,linear
368,0.628100551149348,1.0,4.02747106552124,29763514.41631313,3.359818286283781e-05,rbf
308,0.628100551149348,1.0,3.77899338722229,784759.9703514606,3.359818286283781e-05,rbf
328,0.628100551149348,1.0,4.256689596176147,2636650.8987303553,3.359818286283781e-05,rbf
388,0.628100551149348,1.0,3.910191068649292,100000000.0,3.359818286283781e-05,rbf
348,0.628100551149348,1.0,3.9119409847259523,8858667.904100832,3.359818286283781e-05,rbf
288,0.628100551149348,1.0,3.61224479675293,233572.14690901214,3.359818286283781e-05,rbf
153,0.6280992068826454,0.9825984308281274,0.12937456130981445,48.32930238571752,0.0012742749857031321,rbf
249,0.626928350584756,0.992749752844913,1.4035789489746093,20691.3808111479,6.951927961775606e-05,rbf
402,0.6266917596451136,0.6988968679665972,0.013385639190673829,0.0004832930238571752,,linear
134,0.6264645785723888,0.9902553164636839,0.10272239685058594,14.38449888287663,0.0026366508987303553,rbf
389,0.6255477886812744,1.0,1.94517240524292,100000000.0,6.951927961775606e-05,rbf
349,0.6255477886812744,1.0,1.9372813129425048,8858667.904100832,6.951927961775606e-05,rbf
369,0.6255477886812744,1.0,1.978172025680542,29763514.41631313,6.951927961775606e-05,rbf
269,0.6255477886812744,1.0,1.8513948917388916,69519.27961775605,6.951927961775606e-05,rbf
309,0.6255477886812744,1.0,1.8600677490234374,784759.9703514606,6.951927961775606e-05,rbf
329,0.6255477886812744,1.0,2.387330913543701,2636650.8987303553,6.951927961775606e-05,rbf
289,0.6255477886812744,1.0,1.790076150894165,233572.14690901214,6.951927961775606e-05,rbf
385,0.6255370345476543,0.8528423045371365,184.16600573539733,100000000.0,3.7926901907322535e-06,rbf
74,0.6250893937357171,0.6860209082686523,0.0659943675994873,0.37926901907322497,0.0026366508987303553,rbf
257,0.6246256217233498,1.0,0.08021758079528808,20691.3808111479,0.023357214690901212,rbf
117,0.6246256217233498,1.0,0.08262072563171387,4.281332398719392,0.023357214690901212,rbf
377,0.6246256217233498,1.0,0.08606867790222168,29763514.41631313,0.023357214690901212,rbf
217,0.6246256217233498,1.0,0.08352177619934081,1832.9807108324337,0.023357214690901212,rbf
317,0.6246256217233498,1.0,0.07859274864196777,784759.9703514606,0.023357214690901212,rbf
237,0.6246256217233498,1.0,0.0818040943145752,6158.482110660255,0.023357214690901212,rbf
297,0.6246256217233498,1.0,0.07711254119873047,233572.14690901214,0.023357214690901212,rbf
137,0.6246256217233498,1.0,0.08386645317077637,14.38449888287663,0.023357214690901212,rbf
277,0.6246256217233498,1.0,0.07952248573303222,69519.27961775605,0.023357214690901212,rbf
197,0.6246256217233498,1.0,0.08770063400268555,545.5594781168514,0.023357214690901212,rbf
337,0.6246256217233498,1.0,0.08305584907531738,2636650.8987303553,0.023357214690901212,rbf
157,0.6246256217233498,1.0,0.0983656883239746,48.32930238571752,0.023357214690901212,rbf
357,0.6246256217233498,1.0,0.08222579002380372,8858667.904100832,0.023357214690901212,rbf
177,0.6246256217233498,1.0,0.08220726013183594,162.3776739188721,0.023357214690901212,rbf
397,0.6246256217233498,1.0,0.0822177505493164,100000000.0,0.023357214690901212,rbf
366,0.6241578169108751,0.9916484718453547,23.670319690704346,29763514.41631313,7.847599703514607e-06,rbf
386,0.6241578169108751,0.9916484718453547,22.200205554962157,100000000.0,7.847599703514607e-06,rbf
346,0.6241578169108751,0.9916484718453547,22.6122381401062,8858667.904100832,7.847599703514607e-06,rbf
230,0.6239131603710176,0.9972157926842093,0.8585506248474121,6158.482110660255,0.0001438449888287663,rbf
97,0.6227624680736658,1.0,0.08090893745422363,1.2742749857031335,0.023357214690901212,rbf
350,0.6227611238069632,1.0,0.9730351543426514,8858667.904100832,0.0001438449888287663,rbf
290,0.6227611238069632,1.0,0.8999073219299316,233572.14690901214,0.0001438449888287663,rbf
330,0.6227611238069632,1.0,1.133654193878174,2636650.8987303553,0.0001438449888287663,rbf
370,0.6227611238069632,1.0,1.0005687046051026,29763514.41631313,0.0001438449888287663,rbf
270,0.6227611238069632,1.0,0.9305421733856201,69519.27961775605,0.0001438449888287663,rbf
250,0.6227611238069632,1.0,0.934675989151001,20691.3808111479,0.0001438449888287663,rbf
310,0.6227611238069632,1.0,0.9370656108856201,784759.9703514606,0.0001438449888287663,rbf
390,0.6227611238069632,1.0,0.9717066287994385,100000000.0,0.0001438449888287663,rbf
233,0.6223000403280011,1.0,0.17722461700439454,6158.482110660255,0.0012742749857031321,rbf
313,0.6223000403280011,1.0,0.16470806121826173,784759.9703514606,0.0012742749857031321,rbf
293,0.6223000403280011,1.0,0.16135242462158203,233572.14690901214,0.0012742749857031321,rbf
393,0.6223000403280011,1.0,0.17359509468078613,100000000.0,0.0012742749857031321,rbf
353,0.6223000403280011,1.0,0.17209306716918946,8858667.904100832,0.0012742749857031321,rbf
273,0.6223000403280011,1.0,0.16657499313354493,69519.27961775605,0.0012742749857031321,rbf
213,0.6223000403280011,1.0,0.1737465190887451,1832.9807108324337,0.0012742749857031321,rbf
253,0.6223000403280011,1.0,0.16575245857238768,20691.3808111479,0.0012742749857031321,rbf
333,0.6223000403280011,1.0,0.19170985221862794,2636650.8987303553,0.0012742749857031321,rbf
373,0.6223000403280011,1.0,0.17993932723999023,29763514.41631313,0.0012742749857031321,rbf
193,0.6223000403280011,1.0,0.17882819175720216,545.5594781168514,0.0012742749857031321,rbf
274,0.6222933189944885,1.0,0.1174791431427002,69519.27961775605,0.0026366508987303553,rbf
354,0.6222933189944885,1.0,0.12126370429992676,8858667.904100832,0.0026366508987303553,rbf
394,0.6222933189944885,1.0,0.12385120391845703,100000000.0,0.0026366508987303553,rbf
254,0.6222933189944885,1.0,0.1183604907989502,20691.3808111479,0.0026366508987303553,rbf
234,0.6222933189944885,1.0,0.12273099899291992,6158.482110660255,0.0026366508987303553,rbf
174,0.6222933189944885,1.0,0.12255293846130372,162.3776739188721,0.0026366508987303553,rbf
334,0.6222933189944885,1.0,0.1317275333404541,2636650.8987303553,0.0026366508987303553,rbf
314,0.6222933189944885,1.0,0.11336498260498047,784759.9703514606,0.0026366508987303553,rbf
194,0.6222933189944885,1.0,0.1226285457611084,545.5594781168514,0.0026366508987303553,rbf
294,0.6222933189944885,1.0,0.11694315910339355,233572.14690901214,0.0026366508987303553,rbf
374,0.6222933189944885,1.0,0.12773880004882812,29763514.41631313,0.0026366508987303553,rbf
154,0.6222933189944885,1.0,0.127434663772583,48.32930238571752,0.0026366508987303553,rbf
214,0.6222933189944885,1.0,0.12237904548645019,1832.9807108324337,0.0026366508987303553,rbf
173,0.6220674821884662,1.0,0.1723714828491211,162.3776739188721,0.0012742749857031321,rbf
231,0.6215943003091813,1.0,0.5043292617797852,6158.482110660255,0.0002976351441631316,rbf
271,0.6215943003091813,1.0,0.48519139289855956,69519.27961775605,0.0002976351441631316,rbf
311,0.6215943003091813,1.0,0.47329518318176267,784759.9703514606,0.0002976351441631316,rbf
371,0.6215943003091813,1.0,0.525315408706665,29763514.41631313,0.0002976351441631316,rbf
251,0.6215943003091813,1.0,0.49313822746276853,20691.3808111479,0.0002976351441631316,rbf
391,0.6215943003091813,1.0,0.5147640228271484,100000000.0,0.0002976351441631316,rbf
291,0.6215943003091813,1.0,0.474003324508667,233572.14690901214,0.0002976351441631316,rbf
331,0.6215943003091813,1.0,0.5992349243164062,2636650.8987303553,0.0002976351441631316,rbf
351,0.6215943003091813,1.0,0.5099744129180909,8858667.904100832,0.0002976351441631316,rbf
192,0.6211372496303266,1.0,0.27768486976623535,545.5594781168514,0.0006158482110660261,rbf
211,0.6211345610969216,0.9994200374413664,0.47711276054382323,1832.9807108324337,0.0002976351441631316,rbf
312,0.6206734776179593,1.0,0.26557819366455077,784759.9703514606,0.0006158482110660261,rbf
272,0.6206734776179593,1.0,0.27005661964416505,69519.27961775605,0.0006158482110660261,rbf
292,0.6206734776179593,1.0,0.2607270812988281,233572.14690901214,0.0006158482110660261,rbf
392,0.6206734776179593,1.0,0.3174808216094971,100000000.0,0.0006158482110660261,rbf
372,0.6206734776179593,1.0,0.29029409408569334,29763514.41631313,0.0006158482110660261,rbf
252,0.6206734776179593,1.0,0.2689358711242676,20691.3808111479,0.0006158482110660261,rbf
212,0.6206734776179593,1.0,0.2764916038513184,1832.9807108324337,0.0006158482110660261,rbf
352,0.6206734776179593,1.0,0.2860060024261475,8858667.904100832,0.0006158482110660261,rbf
332,0.6206734776179593,1.0,0.318540678024292,2636650.8987303553,0.0006158482110660261,rbf
232,0.6206734776179593,1.0,0.2793971061706543,6158.482110660255,0.0006158482110660261,rbf
183,0.6178921898104585,0.6518537683262867,0.06235659599304199,545.5594781168514,8.858667904100833e-07,rbf
128,0.6171985481919613,0.6506357039187227,0.06242404937744141,14.38449888287663,3.359818286283781e-05,rbf
76,0.6046713267912354,0.7281893944174501,0.06916461944580078,0.37926901907322497,0.011288378916846883,rbf
401,0.6018779405834117,0.6519716455270188,0.01140395164489746,6.951927961775606e-05,,linear
201,0.5993534077160908,0.6178607938411055,0.06556685447692871,1832.9807108324337,2.06913808111479e-07,rbf
146,0.5986570775641887,0.6177449359500221,0.06285284042358398,48.32930238571752,7.847599703514607e-06,rbf
73,0.5949455571985482,0.614381186765108,0.0645533561706543,0.37926901907322497,0.0012742749857031321,rbf
91,0.5930891248823766,0.6095099387896763,0.06215909004211426,1.2742749857031335,0.0002976351441631316,rbf
400,0.5905041000134427,0.6240137144780296,0.010347375869750977,1e-05,,linear
164,0.584730474526146,0.5902547274983698,0.06413228988647461,162.3776739188721,1.8329807108324375e-06,rbf
109,0.5831066003495093,0.5890950547948087,0.06471858024597169,4.281332398719392,6.951927961775606e-05,rbf
127,0.5784554375588117,0.5790043120674787,0.06286791801452636,14.38449888287663,1.623776739188721e-05,rbf
182,0.5784554375588117,0.5790622830819714,0.06176483154296875,545.5594781168514,4.281332398719396e-07,rbf
72,0.5779903212797419,0.577960160703393,0.06417262077331543,0.37926901907322497,0.0006158482110660261,rbf
87,0.577757763140207,0.5777281925075198,0.07005525588989257,1.2742749857031335,1.623776739188721e-05,rbf
319,0.577757763140207,1.0,0.0856636905670166,784759.9703514606,0.1,rbf
90,0.577757763140207,0.5777281925075198,0.062046756744384764,1.2742749857031335,0.0001438449888287663,rbf
14,0.577757763140207,0.5777281925075198,0.06406984329223633,0.01,0.0026366508987303553,rbf
99,0.577757763140207,1.0,0.08847545623779297,1.2742749857031335,0.1,rbf
86,0.577757763140207,0.5777281925075198,0.06188226699829102,1.2742749857031335,7.847599703514607e-06,rbf
15,0.577757763140207,0.5777281925075198,0.10591139793395996,0.01,0.005455594781168515,rbf
16,0.577757763140207,0.5777281925075198,0.06993908882141113,0.01,0.011288378916846883,rbf
2,0.577757763140207,0.5777281925075198,0.07533984184265137,0.01,4.281332398719396e-07,rbf
399,0.577757763140207,1.0,0.09287689208984375,100000000.0,0.1,rbf
318,0.577757763140207,1.0,0.08269533157348632,784759.9703514606,0.04832930238571752,rbf
106,0.577757763140207,0.5777281925075198,0.06225284576416015,4.281332398719392,7.847599703514607e-06,rbf
85,0.577757763140207,0.5777281925075198,0.06130314826965332,1.2742749857031335,3.7926901907322535e-06,rbf
100,0.577757763140207,0.5777281925075198,0.060043954849243165,4.281332398719392,1e-07,rbf
103,0.577757763140207,0.5777281925075198,0.06291361808776856,4.281332398719392,8.858667904100833e-07,rbf
