,mean_test_score,mean_train_score,mean_fit_time,param_svc__C,param_svc__gamma,param_svc__kernel
101,0.577757763140207,0.5777281925075198,0.061012248992919925,4.281332398719392,2.06913808111479e-07,rbf
105,0.577757763140207,0.5777281925075198,0.062156381607055666,4.281332398719392,3.7926901907322535e-06,rbf
378,0.577757763140207,1.0,0.09550478935241699,29763514.41631313,0.04832930238571752,rbf
379,0.577757763140207,1.0,0.09613798141479492,29763514.41631313,0.1,rbf
8,0.577757763140207,0.5777281925075198,0.06000472068786621,0.01,3.359818286283781e-05,rbf
107,0.577757763140207,0.5777281925075198,0.06489410400390624,4.281332398719392,1.623776739188721e-05,rbf
5,0.577757763140207,0.5777281925075198,0.07876470565795898,0.01,3.7926901907322535e-06,rbf
108,0.577757763140207,0.5777281925075198,0.06405388832092285,4.281332398719392,3.359818286283781e-05,rbf
338,0.577757763140207,1.0,0.09612803459167481,2636650.8987303553,0.04832930238571752,rbf
339,0.577757763140207,1.0,0.09128944396972656,2636650.8987303553,0.1,rbf
88,0.577757763140207,0.5777281925075198,0.06114805221557617,1.2742749857031335,3.359818286283781e-05,rbf
11,0.577757763140207,0.5777281925075198,0.06331408500671387,0.01,0.0002976351441631316,rbf
10,0.577757763140207,0.5777281925075198,0.06110086441040039,0.01,0.0001438449888287663,rbf
9,0.577757763140207,0.5777281925075198,0.060595951080322265,0.01,6.951927961775606e-05,rbf
104,0.577757763140207,0.5777281925075198,0.06354235649108887,4.281332398719392,1.8329807108324375e-06,rbf
3,0.577757763140207,0.5777281925075198,0.10280492782592773,0.01,8.858667904100833e-07,rbf
6,0.577757763140207,0.5777281925075198,0.061809349060058597,0.01,7.847599703514607e-06,rbf
89,0.577757763140207,0.5777281925075198,0.06260821342468262,1.2742749857031335,6.951927961775606e-05,rbf
4,0.577757763140207,0.5777281925075198,0.14149777412414552,0.01,1.8329807108324375e-06,rbf
358,0.577757763140207,1.0,0.0906451416015625,8858667.904100832,0.04832930238571752,rbf
102,0.577757763140207,0.5777281925075198,0.06364528656005859,4.281332398719392,4.281332398719396e-07,rbf
359,0.577757763140207,1.0,0.10460494041442871,8858667.904100832,0.1,rbf
12,0.577757763140207,0.5777281925075198,0.07191802978515625,0.01,0.0006158482110660261,rbf
13,0.577757763140207,0.5777281925075198,0.06926156044006347,0.01,0.0012742749857031321,rbf
398,0.577757763140207,1.0,0.08802897453308106,100000000.0,0.04832930238571752,rbf
98,0.577757763140207,1.0,0.08916905403137207,1.2742749857031335,0.04832930238571752,rbf
7,0.577757763140207,0.5777281925075198,0.0609228515625,0.01,1.623776739188721e-05,rbf
83,0.577757763140207,0.5777281925075198,0.06025874137878418,1.2742749857031335,8.858667904100833e-07,rbf
17,0.577757763140207,0.5777281925075198,0.07151439666748047,0.01,0.023357214690901212,rbf
18,0.577757763140207,0.5777281925075198,0.0754343318939209,0.01,0.04832930238571752,rbf
180,0.577757763140207,0.5777281925075198,0.0628773307800293,545.5594781168514,1e-07,rbf
181,0.577757763140207,0.5777281925075198,0.06364705085754395,545.5594781168514,2.06913808111479e-07,rbf
67,0.577757763140207,0.5777281925075198,0.06113390922546387,0.37926901907322497,1.623776739188721e-05,rbf
66,0.577757763140207,0.5777281925075198,0.06018535614013672,0.37926901907322497,7.847599703514607e-06,rbf
65,0.577757763140207,0.5777281925075198,0.06046046257019043,0.37926901907322497,3.7926901907322535e-06,rbf
64,0.577757763140207,0.5777281925075198,0.06035611152648926,0.37926901907322497,1.8329807108324375e-06,rbf
63,0.577757763140207,0.5777281925075198,0.060040578842163086,0.37926901907322497,8.858667904100833e-07,rbf
62,0.577757763140207,0.5777281925075198,0.06103814125061035,0.37926901907322497,4.281332398719396e-07,rbf
61,0.577757763140207,0.5777281925075198,0.05931155204772949,0.37926901907322497,2.06913808111479e-07,rbf
126,0.577757763140207,0.5777281925075198,0.06226528167724609,14.38449888287663,7.847599703514607e-06,rbf
125,0.577757763140207,0.5777281925075198,0.06162900924682617,14.38449888287663,3.7926901907322535e-06,rbf
198,0.577757763140207,1.0,0.08947078704833984,545.5594781168514,0.04832930238571752,rbf
199,0.577757763140207,1.0,0.09258962631225585,545.5594781168514,0.1,rbf
200,0.577757763140207,0.5777862476599147,0.06509057998657226,1832.9807108324337,1e-07,rbf
60,0.577757763140207,0.5777281925075198,0.060267362594604496,0.37926901907322497,1e-07,rbf
59,0.577757763140207,0.5777281925075198,0.07638252258300782,0.11288378916846889,0.1,rbf
58,0.577757763140207,0.5777281925075198,0.0765976619720459,0.11288378916846889,0.04832930238571752,rbf
57,0.577757763140207,0.5777281925075198,0.07477369308471679,0.11288378916846889,0.023357214690901212,rbf
56,0.577757763140207,0.5777281925075198,0.06730681419372558,0.11288378916846889,0.011288378916846883,rbf
55,0.577757763140207,0.5778442186744074,0.06450349807739258,0.11288378916846889,0.005455594781168515,rbf
54,0.577757763140207,0.5777281925075198,0.0637226676940918,0.11288378916846889,0.0026366508987303553,rbf
53,0.577757763140207,0.5777281925075198,0.06434598922729493,0.11288378916846889,0.0012742749857031321,rbf
1,0.577757763140207,0.5777281925075198,0.07763978004455567,0.01,2.06913808111479e-07,rbf
179,0.577757763140207,1.0,0.09126261711120605,162.3776739188721,0.1,rbf
178,0.577757763140207,1.0,0.09364569664001465,162.3776739188721,0.04832930238571752,rbf
68,0.577757763140207,0.5777281925075198,0.06374157905578613,0.37926901907322497,3.359818286283781e-05,rbf
145,0.577757763140207,0.5777862476599147,0.06365878105163575,48.32930238571752,3.7926901907322535e-06,rbf
81,0.577757763140207,0.5777281925075198,0.059742794036865235,1.2742749857031335,2.06913808111479e-07,rbf
80,0.577757763140207,0.5777281925075198,0.05980038642883301,1.2742749857031335,1e-07,rbf
84,0.577757763140207,0.5777281925075198,0.06033856391906738,1.2742749857031335,1.8329807108324375e-06,rbf
138,0.577757763140207,1.0,0.08805519104003906,14.38449888287663,0.04832930238571752,rbf
139,0.577757763140207,1.0,0.09082491874694824,14.38449888287663,0.1,rbf
140,0.577757763140207,0.5777281925075198,0.06153596878051758,48.32930238571752,1e-07,rbf
141,0.577757763140207,0.5777281925075198,0.06368986129760743,48.32930238571752,2.06913808111479e-07,rbf
142,0.577757763140207,0.5777281925075198,0.06214962005615234,48.32930238571752,4.281332398719396e-07,rbf
143,0.577757763140207,0.5777281925075198,0.06336260795593261,48.32930238571752,8.858667904100833e-07,rbf
144,0.577757763140207,0.5777281925075198,0.06343194007873536,48.32930238571752,1.8329807108324375e-06,rbf
79,0.577757763140207,0.5777281925075198,0.0782700252532959,0.37926901907322497,0.1,rbf
69,0.577757763140207,0.5777281925075198,0.06126893997192383,0.37926901907322497,6.951927961775606e-05,rbf
78,0.577757763140207,0.5777281925075198,0.07740204811096191,0.37926901907322497,0.04832930238571752,rbf
77,0.577757763140207,0.5779022738268021,0.07829183578491211,0.37926901907322497,0.023357214690901212,rbf
158,0.577757763140207,1.0,0.10595598220825195,48.32930238571752,0.04832930238571752,rbf
159,0.577757763140207,1.0,0.10880258560180664,48.32930238571752,0.1,rbf
160,0.577757763140207,0.5777281925075198,0.07816612243652343,162.3776739188721,1e-07,rbf
161,0.577757763140207,0.5777281925075198,0.07953621864318848,162.3776739188721,2.06913808111479e-07,rbf
162,0.577757763140207,0.5777281925075198,0.06569075584411621,162.3776739188721,4.281332398719396e-07,rbf
163,0.577757763140207,0.5777281925075198,0.06292366981506348,162.3776739188721,8.858667904100833e-07,rbf
71,0.577757763140207,0.5777281925075198,0.06171915054321289,0.37926901907322497,0.0002976351441631316,rbf
70,0.577757763140207,0.5777281925075198,0.06189944267272949,0.37926901907322497,0.0001438449888287663,rbf
124,0.577757763140207,0.5777281925075198,0.062143802642822266,14.38449888287663,1.8329807108324375e-06,rbf
218,0.577757763140207,1.0,0.08729433059692383,1832.9807108324337,0.04832930238571752,rbf
219,0.577757763140207,1.0,0.09265206336975097,1832.9807108324337,0.1,rbf
120,0.577757763140207,0.5777281925075198,0.06132171630859375,14.38449888287663,1e-07,rbf
31,0.577757763140207,0.5777281925075198,0.0655667781829834,0.03359818286283781,0.0002976351441631316,rbf
30,0.577757763140207,0.5777281925075198,0.06330561637878418,0.03359818286283781,0.0001438449888287663,rbf
29,0.577757763140207,0.5777281925075198,0.06186513900756836,0.03359818286283781,6.951927961775606e-05,rbf
28,0.577757763140207,0.5777281925075198,0.0628921127319336,0.03359818286283781,3.359818286283781e-05,rbf
82,0.577757763140207,0.5777281925075198,0.0625883960723877,1.2742749857031335,4.281332398719396e-07,rbf
121,0.577757763140207,0.5777281925075198,0.061423540115356445,14.38449888287663,2.06913808111479e-07,rbf
278,0.577757763140207,1.0,0.08502028465270996,69519.27961775605,0.04832930238571752,rbf
279,0.577757763140207,1.0,0.09026246070861817,69519.27961775605,0.1,rbf
27,0.577757763140207,0.5777281925075198,0.06213926315307617,0.03359818286283781,1.623776739188721e-05,rbf
26,0.577757763140207,0.5777281925075198,0.061174173355102536,0.03359818286283781,7.847599703514607e-06,rbf
25,0.577757763140207,0.5777281925075198,0.06180068016052246,0.03359818286283781,3.7926901907322535e-06,rbf
33,0.577757763140207,0.5777281925075198,0.062184991836547854,0.03359818286283781,0.0012742749857031321,rbf
24,0.577757763140207,0.5777281925075198,0.06197308540344238,0.03359818286283781,1.8329807108324375e-06,rbf
23,0.577757763140207,0.5777281925075198,0.06070156097412109,0.03359818286283781,8.858667904100833e-07,rbf
22,0.577757763140207,0.5777281925075198,0.060369682312011716,0.03359818286283781,4.281332398719396e-07,rbf
119,0.577757763140207,1.0,0.09081148147583008,4.281332398719392,0.1,rbf
118,0.577757763140207,1.0,0.08724388122558593,4.281332398719392,0.04832930238571752,rbf
298,0.577757763140207,1.0,0.08441365242004395,233572.14690901214,0.04832930238571752,rbf
299,0.577757763140207,1.0,0.0855368709564209,233572.14690901214,0.1,rbf
21,0.577757763140207,0.5777281925075198,0.06707174301147462,0.03359818286283781,2.06913808111479e-07,rbf
20,0.577757763140207,0.5777281925075198,0.060977201461791995,0.03359818286283781,1e-07,rbf
19,0.577757763140207,0.5777281925075198,0.07554238319396972,0.01,0.1,rbf
32,0.577757763140207,0.5777281925075198,0.06301486968994141,0.03359818286283781,0.0006158482110660261,rbf
34,0.577757763140207,0.5777281925075198,0.06314265251159668,0.03359818286283781,0.0026366508987303553,rbf
52,0.577757763140207,0.5777281925075198,0.06622171401977539,0.11288378916846889,0.0006158482110660261,rbf
239,0.577757763140207,1.0,0.09014340400695801,6158.482110660255,0.1,rbf
51,0.577757763140207,0.5777281925075198,0.063590087890625,0.11288378916846889,0.0002976351441631316,rbf
50,0.577757763140207,0.5777281925075198,0.06391813278198243,0.11288378916846889,0.0001438449888287663,rbf
49,0.577757763140207,0.5777281925075198,0.0663913345336914,0.11288378916846889,6.951927961775606e-05,rbf
48,0.577757763140207,0.5777281925075198,0.06146653175354004,0.11288378916846889,3.359818286283781e-05,rbf
47,0.577757763140207,0.5777281925075198,0.06142460823059082,0.11288378916846889,1.623776739188721e-05,rbf
46,0.577757763140207,0.5777281925075198,0.0618405532836914,0.11288378916846889,7.847599703514607e-06,rbf
45,0.577757763140207,0.5777281925075198,0.06021392822265625,0.11288378916846889,3.7926901907322535e-06,rbf
44,0.577757763140207,0.5777281925075198,0.062079877853393556,0.11288378916846889,1.8329807108324375e-06,rbf
123,0.577757763140207,0.5777281925075198,0.06449423789978027,14.38449888287663,8.858667904100833e-07,rbf
238,0.577757763140207,1.0,0.08805841445922852,6158.482110660255,0.04832930238571752,rbf
43,0.577757763140207,0.5777281925075198,0.06131233215332031,0.11288378916846889,8.858667904100833e-07,rbf
35,0.577757763140207,0.5777281925075198,0.0638692569732666,0.03359818286283781,0.005455594781168515,rbf
42,0.577757763140207,0.5777281925075198,0.06217612266540527,0.11288378916846889,4.281332398719396e-07,rbf
41,0.577757763140207,0.5777281925075198,0.0631923484802246,0.11288378916846889,2.06913808111479e-07,rbf
40,0.577757763140207,0.5777281925075198,0.06253199577331543,0.11288378916846889,1e-07,rbf
39,0.577757763140207,0.5777281925075198,0.0770991325378418,0.03359818286283781,0.1,rbf
38,0.577757763140207,0.5777281925075198,0.07632482528686524,0.03359818286283781,0.04832930238571752,rbf
122,0.577757763140207,0.5777281925075198,0.06223227500915527,14.38449888287663,4.281332398719396e-07,rbf
37,0.577757763140207,0.5777281925075198,0.07506706237792969,0.03359818286283781,0.023357214690901212,rbf
36,0.577757763140207,0.5777281925075198,0.06892154693603515,0.03359818286283781,0.011288378916846883,rbf
258,0.577757763140207,1.0,0.0850615406036377,20691.3808111479,0.04832930238571752,rbf
259,0.577757763140207,1.0,0.0885821533203125,20691.3808111479,0.1,rbf
0,0.577757763140207,0.5777281925075198,0.10338863372802734,0.01,1e-07,rbf
